conversation,speaker,chapter_per_conversation
" So I am aware of my thought. The next step is to know
 that I am the creator of this thought. Then I will analyse
 why waste a thought. It is such a bad thought, it's going to
 hurt me, disturb me. Let me improve on this. Am I right?
 ",SO,7
" Absolutely. I will be able to change the thought once I
 have taken the responsibility that I am the creator.
 ",SS,7
" Responsibility is hard work. I may say I am ready to
 take responsibility but I never really understand it.
 ",SO,7
" Because the focus is so much outside. The attention is always
 outside. We were aware of what is happening outside. Then
 we felt things happening inside. But because we were focused
 on the outside, we were not aware that what was happening
 inside was our creation and we had a choice.
 ",SS,7
" I remember what you told me once. Suppose a child
 hits a table and falls. You say this table is to blame and it
 is a bad thing let's beat this table. The child feels better
 when you say this; he doesn't even understand that it's his
 mistake. So the conditioning of such a thinking begins in
 childhood. This table is in the wrong place.
 ",SO,7
" This is true. I should be made to understand that the table
 is where it is supposed to be; it is I who failed to see the table
 while playing.
 Yes, I have to understand this. Let's say my boss shouted
 at me this morning. I had worked very hard; I was sincere; I
 finished everything on time. But he still shouted at me. My
 mind starts, 'He just doesn't respect sincerity; he doesn't know
 how to appreciate and motivate his people. These thoughts are
 coming to me; it is how I feel. And who is responsible for this?
 It's my boss, and I am justified in thinking like this. Then I say
 my boss needs to change. And there goes the self-awareness
 and the inner responsibility.
 ",SS,7
" So if I am aware first, then I will know that I am creating
 this thought towards my boss and I am also sending out
 negative energy to him. Then, while sending this energy
 to him, I am also creating so much negative energy within
 me. So it is all give-and-take of negative energy and I am
 surrounded with that.
 ",SO,7
" Not only that, the energy that I am creating and sending to
 him is also affecting those around me. My family, with whom
 I am sitting at home in the evening, is feeling that energy too
 because I am creating it. You know, it's like a perfume. Like it
 or not, I do get the smell of the perfume that you use. That's
 why if we are under stress we automatically pass it on to our
 children
 ",SS,7
" This reminds me of something quite interesting. When I am stressed and angry and come home in that state
 of mind, my dog, instead of greeting me, just goes into
 a corner.
 ",SO,7
" Now we will just change the way we think. In the whole
 day we are creating about 40 to 50 thousand thoughts. This
 translates into 25 to 30 thoughts per minute, created without
 awareness. Every time we say this is coming to me. So one
 can imagine what quality of life one is living. It's like you are
 the chairman of a company that has 40,000 to 50,000 products
 coming out of the factory on a daily basis and you are not
 aware of the product quality. Hence, there is chaos.
 Broadly, we can classify thoughts into four types. Pure,
 powerful, positive thoughts are one category. They will be
 absolutely clean and selfless. These attributes are rare today
 Selfless means thinking more about the needs and happiness,
 etc. of other people than about your own, with no expectation
 attached. Wherever there will be an expectation it will be
 followed by hurt, so it's not positive anymore. Negative thoughts
 Resentment, hatred, criticism, anger, and these come in large
 numbers. Necessary thoughts: I have to do this, I have to go
 here, I have to meet so and so. They are neither positive nor
 negative; they are neutral. But let's be careful that the neutral
 does not get followed by the negative. Let's say I have to go to
 the airport: It's a necessary thought. 'I hope there is no traffic
 jam on the way; I hope I will reach in time. So, a neutral
 thought may be followed by negative thoughts. The neutral
 thought will be one but it is followed sometimes by a series of negative thoughts. The fourth type of thought is waste thoughts, 
 things that are not in my control. Thinking about that which
 is not in my control is a waste of time and energy - that is I
 am thinking either about the moment that has passed or about
 a moment that is still to come. Both are not in my control.
 The past and the future are not in my control.
 ",SS,7
" Past, future, or thinking about other people, they are
 a waste.
 ",SO,7
" Even when I am thinking about other people - they should
 have done this, why did they do this, I want them to do this - 
 it's either in the past or in the future. I don't accept them
 in the present moment as they are. If we just practise this for
 one day, if we are just aware about this for one day, we will
 be shocked. At any moment just check what you are thinking.
 You will be thinking either about something that has
 already happened or about something that is still to happen.
 So we are living either in the past or in the future. Both are
 a waste because both are not in my control.
 ",SS,7
" I remember once I was driving home from my shooting
 and was thinking of my scene that I had just rehearsed. I
 was driving alone and thinking. I wish I had done that. As
 the scene kept playing in my mind, I crossed my home. I
 had to take a U-turn and go back.
 ",SO,7
" Actually we can cross our whole life if we are like this,
 thinking about the past or the future. Just be constantly aware
 that first is knowledge that I am the creator of the thought
 and second that there are these different types of thoughts.
 negative and waste thoughts are damaging. Waste thoughts
 are a waste of energy and this waste, in turn, is followed by
 further negative thoughts. The minute I go into the past, the
 thoughts run along these lines: Oh! It should have been like this; 
 it should not have been like that; Those days were better
 they shouldn't have said this. If I go into the future, my thought
 can be: When this happens then I will be happy. This means
 now I am not happy. It's not a nice thought
 ",SS,7
" Now I understand why people say 'I didn't do anything
 today why am I so tired?' If he had gone to play a game of
 golf, he wouldn't have been so tired.
 ",SO,7
" Yes then the mind wouldn't have been creating so many
 negative and waste thoughts, while it was concentrating on
 something else
 Forty to fifty thousand thoughts in a day! If they are not
 of the right quality, what will happen to the system inside? A
 psychiatrist will tell us that, on an average, 80 per cent of the
 time the mind is in the past and 15 per cent of the time it is
 in the future and so 95 per cent is gone as waste
 ",SS,7
" And out of the 80 per cent wonder how much is positive.
 ",SO,7
" There is nothing positive in the past because if it was a
 pleasant past and I am thinking about it, then I am thinking
 that those days were better. So there is nothing positive there.
 People say it is good to have nice memories. Yes, it's a memory
 but it's past. It's over. What is important is now.
 ",SS,7
" How often people speak about the past when you meet
 them. You should have seen the salutes I received when I
 was in the army, when I was a general; I was this; I was that
 ",SO,7
" What you are feeling inside right now is this: those were
 the days when I got all of that from everybody, but today I
 don't have that kind of attention. So, by saying all this about
 my past, I am trying to seek attention from people around me.these are only words. We say very few words compared
 to how much we think. There could be 25 to 30 thoughts per minute 
 but not 25 to 30 sentences in the same time. One may not be using even 4 to 5 sentences in a minute. Every thought
 has an effect on the entire system, on every cell of the body
 Thoughts are the most powerful source of energy that we have,
 so let's be careful about how we use them. It's like you possess
 nuclear energy - you can use it for healing and you can use it
 to destroy the world. The energy is the same. You have your
 MRI, CT scan, etc., done with nuclear energy on one hand,
 and you also have all the nuclear missiles on the other hand.
 They are the same energy. Every form of energy can be used
 for constructive as well as destructive purpose. It's the same
 with thought energy. It can give and create love, peace, purity; it can give and create hatred, resentment, worry, anxiety. It's 
 the same thought energy but the wonderful part is that these
 are my thoughts, so I have a choice.
 ",SS,7
" I am still thinking about what you said just now about
 every thought having an effect on my body. If I am going
 to think thousands and thousands of thoughts in a day and
 millions of thoughts in a month or my lifetime, what will
 happen to my body?
 ",SO,7
" See, mostly for an illness the doctors will tell us it's
 psychosomatic, that is the connection of the mind and the
 body. So heal the mind, the body will follow. Of course
 you must take care of the body, but it will not be of much use if
 we take care only of the body and don't heal the mind. That's
 why someone will say I am a strict vegetarian; I don't smoke;
 I dont drink; I exercise every day, and yet I had a heart attack
 in my 30s or 40s. That's because I took care only of the body,
 while the mind was under stress",SS,7
" We have been speaking about awareness,
 thought and mind. After practicing it, I started speaking softly
 (I usually speak loudly) and my hand movements were not
 jerky. Everything felt peaceful, light and stable.
 ",SO,8
" That goes to prove that if you take care of the mind,
 everything else is taken care of. It is the mind that has an
 effect on the body. It is the mind that creates the words and it
 is the mind that finally comes out into actions. When we are
 talking about transformation I want to change this habit, I
 want to change this part of my personality; I want to change
 this particular behaviour - we always try to bring about the
 transformation outside. The way I walk, the way I talk, the
 way I speak to people, the way I behave.. we tell others
 also to behave like this or that. This transformation is always
 temperary because the seed is the thought. Not changing the
 thought it self will have a temporary effect; the change will last
 for a few days and then we are back to the old self. However
 if I change the thought, I won't even be aware but suddenly I 
 will find so much transformation outside
 ",SS,8
" So we won't need to work on each and every aspect of
 our body, our movement, our speech, the way we look, the
 way we talk. It is just like what an actor does in method
 acting. Method acting teaches us to go from within to the
 outside. Once I start believing that I am so and so, then
 I don't have to check on my walk, on the way I speak, it
 happens naturally once I believe in it.
 ",SO,8
" I am creating the character inside; the whole sketch is there
 inside. Who does this inner work? The mind does.
 ",SS,8
" When you believe in it, then things follow. You are not
 acting anymore; you are living, you are playing.
 ",SO,8
" You are naturally flowing. Similarly, I am a peaceful being.
 I have created the character inside, so now I don't have to take
 care of how to speak, how to walk, how to behave. Once I 
 am convinced inside that I the actor - am a peaceful being,
 then everything that the actor will do will be through the
 vibration of peace.
 ",SS,8
" So that means I should play the role of a peaceful
 personality. Think about myself as a peaceful being, happy being...
 ",SO,8
" You have to come back to the root first. I the peaceful being
 has this name, this body and plays this role. Whether its
 an actor, a doctor, a lawyer, it doesn't matter what the role is.
 ",SS,8
" So the peaceful being doesn't have to learn each
 every step since he is peaceful.
 ",SO,8
" Each one of us is an actor and playing so many roles. In
 your lifetime....
 In your lifetime, let's say you played three hundred roles
 but every role had that stamp of you as the actor - only you
 played it in that way. Even if another actor copies you and
 plays the same roles, he will be different from you because he
 has his own style. So the actor's personality will always reflect
 in every role he plays. So now I have to remember, who am
 I the actor and what are the roles I play? So whichever role
 I play - a father, a husband, a friend, a boss the actor's
 personality has to show in every role. Now who am I the actor?
 I am a pure, peaceful, love-full being. And it doesn't matter
 whether I am talking to a friend or whether I am talking to
 my son, the peaceful personality will be there in both. The
 reason I am different with different people is that here I am
 a friend, and there I am a father.
 ",SS,8
" I have to play a father here, so I will order my child.
 ",SO,8
" So I am more conscious of the role rather than the actor
 who is playing the role. Old belief systems tell me that a father
 should be like this. So I am behaving according to some set
 patterns of how a father should be. A father should always be
 authoritative, controlling and strict.
 ",SS,8
" If I am different with one person, speak differently to
 the other person, it means I am behaving in contrast to my
 character? There is no consistency?
 ",SO,8
" I am only role-conscious. I am a friend of this person, so
 I should speak like this. Here I am the boss, so this is the way
 to behave with my juniors. The actor inside is just not aware.
 ",SS,8
" But everybody behaves differently at
 different places and times. One is different in office, at home,
 with wife, with friends, and so on.
 ",SO,8
" Which one of these is our original nature?
 ",SS,8
" I don't know which one is original. I am confused. There
 are so many different roles.
 ",SO,8
" Let's take a simple example. We walk into an office and
 within 10 minutes we meet four people: one from the security,
 one at the reception, then someone in middle management, and
 finally the top chairman. Four people in 10 minutes, and four
 times our behaviour changes. My way of talking to the security
 guard and my way of talking to the chairman are different.
 Out of these four which one is my original personality?
 ",SS,8
" I am confused. I am playing different roles all the time.
 I don't have a consistent role.
 ",SO,8
" My original personality is not there because I am changing
 every time. I talked to a security guard, I talked to a receptionist,
 and accordingly I changed. Next I talked to a manager and so I changed; then I talked to a chairman, and again I changed.
 I'm connecting to positions, to status, to physical looks, to all
 the things that are acquired
 ",SS,8
" But if I ask this question to anybody, they will say what
 is wrong in doing that. So isn't it normal, since everybody
 does it?
 ",SO,8
" We don't know if it's normal, but yes, we have been doing it
 for a very long time. We are talking and connecting to people
 on the basis of everything that's acquired. Today you are the
 chairman, tomorrow you are not, so tomorrow my relationship
 with you will change. In that case, that was not a relationship
 at all. And that's why relationships are so fragile. I can change
 the minute anything that you have acquired has changed. We
 are forgetting who we are. This acquired self is the ego; acquired
 by knowledge, by position, by wealth, by property. Everything
 that I have acquired, it's not me, it belongs to me. But when
 I am in the consciousness of this is what I have acquired
 and this is what you have acquired, it is the acquired who
 are talking to each other. And that's why there isn't a strong
 foundation; it's the ego of one talking to the ego of the other.
 When egos are talking, it is a position talking to a position,
 a bank balance talking to another bank balance. What about
 the pure being talking to another pure being?
 This is where we really need to stop and realize that we
 are always connecting only to the outside, while the actor is
 sleeping inside. Even if I find that the actors around me are
 sleeping and I wake up, the others will wake up gradually
 When you are doing theatre, what do you do when one actor
 forgets his lines?
 ",SS,8
" I either use his line or give him a cue, or try to help
 out or improvise it so that the act goes on.
 ",SO,8
" But for you to be able to do that, what do you have to
 concentrate on first? Suppose I am the actor and I forget my
 script. For you to help me with my part, you will have to first
 pay attention to your script, right? You have two options. One,you pay attention to your script and just flow in the right way
 so that I will get the cue and I will also start flowing in the
 right direction. Two, you get affected by the fact that I have
 forgotten my script, because of which your attention deviates
 from your script and you are more interested in telling me
 how I should be speaking, what I should be speaking.
 Now, in the whole day, check how much are we concentrating
 on other peoples script what they should be doing, what
 they should be saying, how they should be behaving. In the
 process we are not aware of our own script, what I should
 be thinking, what I should be saying. Throughout the day, how
 many times are we writing other people's script? We actually
 sit in front of the television writing the script for the prime
 minister, for the cricketer, for the film actor; they shouldn't
 be acting like this, they shouldn't be wearing this, this is not
 how they should have done this. We are just wasting time and
 energy by trying and writing their script. Lets write only one
 script - our script, because that is the only one that will be
 followed. I can keep on writing your script how you should
 be, how you should talk, how you should perform, how you
 should behave. Are you going to go according to my script?
 What a waste of time and energy! I am sitting and writing
 the scripts of so many actors and none of them are going to
 use my script.
 ",SS,8
" I find it so silly that I am doing something that is of
 no use and wasting time.
 ",SO,8
" At a time you can write only one script; if I am writing
 yours, I am definitely not writing mine. Look at it this way
 You start saying something to me which I do not like; you start
 shouting at me. Now, instead of taking care of how I should
 be, I'm telling you this is not how you should be talking to me.
 While I am trying to change your script I go out of control,
 and soon I forget my own script and I am shouting louder
 than you did. When I start to write your script and forget my
 own lines, what will happen to the play?
 ",SS,8
" Disaster.
 ",SO,8
" That's what's happening everywhere around. If we just
 start focusing on our script, everyone else will take their cue
 Someone next to you is getting angry, has lost his temper,
 is going out of control, but if you remain in control he will
 soon come back into control because you have retained your
 composure. You are writing your script and they will come back
 to their original quality of peace. The other possibility is that
 soon everyone will forget their script and go out of control.
 This is a choice we need to make that of writing our own
 script, because that's the only one that will be followed in any
 case. The others will go into the category of waste thoughts.
 So let's be aware of this, because this is awareness. I am aware
 of how many times in the day I just keep thinking about what
 other people should be doing and saying.
 ",SS,8
" But why can't I just stop myself and ask what is the
 point, why am I wasting time?
 ",SO,8
" Now we will do it because we are aware; earlier we were
 not aware, so we thought it was natural to think like that.
 Its like you see a tap running and you immediately close it
 because water is getting wasted.
 ",SS,8
" Our energy depletes, right?
 ",SO,8
" It depletes because we are thinking of something that is
 not in our control.
 ",SS,8
" This reminds me of something interesting you said, 'For
 each and every thought we have, there is some reaction in
 the body'.
 ",SO,8
" The health of our body reflects the quality of our thoughts.
 ",SS,8
" Many things are clear to me now. Earlier I thought, what
 is this, how is it possible, how can I not be angry when this
 happens? It's so natural to be angry. I remember the time
 when I didn't have money and I could not sleep all night
 because someone who owed me money cheated on me. It
 was so painful and I used to beat him up in my thoughts.
 I ended up with high blood pressure.
 ",SO,8
" In this particular situation, someone has cheated you of
 money. There's no denying that it's a grave situation and it's
 natural for you to be upset and angry, but let us keep our loss
 up till there. I have lost money but this is not in my control;
 somebody else is responsible for the lost money. But what I
 lose, is my peace of mind, health of my body, harmony in my
 relationships, so there I am the reason.
 Then I can say that he cheated me; it's because of him
 I lost the money. But for anything else that I lose, I am the
 reason, I am the cheater. This is what I do to myself
 ",SS,8
" I am being irresponsible. I thought it was natural.
 ",SO,8
" Just remember one thing: what I think I am doing to
 others, I am actually doing it to myself. If I am giving a
 cold shoulder to the other person, talking angrily to the
 other person, it is actually a cold shoulder to me, it's anger
 towards me, because whatever I am creating is first getting
 created in my mind. This means I am the first one who
 experiences it. The cold shoulder that I give you might not
 affect you at all, but since I created the thought, I am bound
 to get affected. So when you are doing something for other
 people, good or bad, just remember that it's less for them
 and more for yourself.
 ",SS,8
" A healthy thought, a healthy body, a healthy life.
 ",SO,8
" Nurture my pure thoughts, loving thoughts, forgiving
 thoughts. Somebody has done something wrong, but I just
 forgive and forget. I am not forgiving him I am forgiving
 myself. If I keep holding on to the resentment and the hatred,
 it's not for the other person, its here and it's in me. I am going
 to be creating it and I am going to be experiencing it. So, the
 entire responsibility comes back to me.
 ",SS,8
" The other day I met someone who told me
 about the time when somebody cheated him of fifty thousand
 rupees. It was a big amount for him. And you know what
 his reaction was? He said, 'May God give him so much that
 he does not repeat this act with anybody else; he must be in
 need of money; may God give him ten times more so that
 some other person is not cheated like I have been. After
 about eight years, the man who cheated came back with
 the money.
 ",SO,8
" Your acquaintance sent him good vibrations, good wishes, pure energy. The person came and returned him the money
 after eight years; the question is what was the quality of the
 mind for those eight years? Your acquaintance created this
 thought that maybe the other person who took the money
 needed it badly and was needy; he even blessed the person
 saying that may he have much more; in other words he was
 at peace. The other option for him was to harbour hatred,
 resentment and revenge for eight years. He would still get back
 the money after eight years, but in those years he would have
 done so much damage to himself that the money would not
 be able to repair i",SS,8
" We were speaking about thoughts and
 awareness. I realise that by the time I am aware of something,
 the action has already taken place. Thoughts come and go so
 fast that it is slightly difficult to be aware or be in control of
 them; yes, one thing has happened that when I am getting
 angry, I can stop in the middle of things. I am waiting for
 the awareness to happen before the anger triggers.
 ",SO,9
" You know this is a very good start, to be at least aware.
 You are able to stop there in the middle, which means if earlier
 you were going to stay out of control for 10 minutes, now you
 will be able to probably finish in a minute or so.
 ",SS,9
" Something within me reminds me, talks to me, to take
 control of myself.
 ",SO,9
" Because we have changed our definition of what is natural.
 Earlier we said anger was natural; so we gave ourselves the
 liberty to get angry. Anger was needed to get work done. That
 was our belief system. Our anger was justified so we did not
 find the need to change. Now we are experimenting with a
 new belief system. Peace is natural and we want peace; and
 now we understand that it is our own sanskar. Now when you
 get angry, you understand that you are doing something that
 is not your natural self, and you realize and stop
 ",SS,9
" We left at a question in the last chapter. What would
 people say -look, he is a weak man, the other person said
 so and so to him in public but he kept quiet.
 ",SO,9
" First, lets see what is more important: how I feel or what
 people feel. This is a very big question. We need to check
 carefully, it will be different for each of us. For some their
 own personal well-being is more important and for some,
 other peoples opinion matters more.
 ",SS,9
" I will say both, but honestly mine is more important.
 ",SO,9
" Let's visualise a scene, two colleagues in an office. One
 of them is screaming and hurling abuses at the other one
 The opposite person reacts in the same manner and shouts
 even louder. Would we call this strength? Now in the same
 situation, the second person remains calm and stable, 
 understanding that it is not the right time to explain his
 perspective. Not only does he remain composed outwardly
 but even empathizes with his colleague and retains his good
 wishes for him. If you are a spectator to this scene, would
 you call this weakness? Let's not even think whether it is
 strength or weakness, let's just see which behaviour is more
 sensible and easier. If someone shouts at us, is it easier to
 shout back or to remain internally stable and retain my right thoughts and feelings for the opposite person who has just
 shouted at me?
 ",SS,9
" The second option is very, very difficult.
 ",SO,9
" So that's where strength comes in.
 ",SS,9
" And you think doing something difficult is strength.
 ",SO,9
" Yes, because it requires strength to do something difficult.
 I have to pick up this whole chair, it requires strength. I say
 I can't do it; it's my physical weakness. To do something
 against the tide, of negative energy, to remain protected first
 and then create positive energy against the tide of negative
 energy requires a tremendous amount of strength. To shout
 back and say he shouted at me first, what kind of strength
 does that require?
 ",SS,9
" In school we used to get bullied. If we kept quiet, we
 would be called a sissy. You are not a man, people would say.
 ",SO,9
" When we are bullied, we are quiet but internally we are
 disturbed. If the boss shouts at me, I can't say anything back
 because of his position. But internally I am not stable; it starts
 having an impact on me. People will say that I may as well
 shout back and finish it off, it's better to get angry rather than
 keep my anger inside. Here we are not talking about keeping
 our anger inside; we are simply not creating that turbulent
 energy; that is strength.
 ",SS,9
" It's so difficult these days to say a word
 to your boss. Everyone wants to retain their position. People
 hear so much from bosses, but internally they are in pain.
 ",SO,9
" So they are already creating anger. It's a silent anger, its
 internal. Anger is anger, whether it is in the form of hurt, in
 the form of hatred, or in the form of verbal abuse. It's having
 an effect on you. But once I start taking care of my thoughts
 and feelings, I will be able to stop outside first and gradually
 will stop creating it inside. Then it will not matter whether its
 my boss or my child; the rule remains the same.
 ",SS,9
" So, to experience unlimited happiness what should one
 do? How does one acquire this kind of mental stability?
 ",SO,9
" First, understand that anger is not strength; it's absolute
 weakness because in those moments I have gone out of control,
 and going out of control is not strength.
 ",SS,9
" If anger is not strength, what is anger? Is it a void? Is
 it frustration or an inferiority complex?
 ",SO,9
" Anger is the whole turbulence that takes place inside; I
 justify it and I blame the world for what I am feeling, and I
 want to get back at them. The anger could be because of one
 person and it might come out on another one. We give vent
 to our anger in various ways and towards various people. You
 say I can't say anything to the boss; so when I come home I
 shout at my wife. My wife can't say anything to me, so she
 goes and shouts at the child. So I can't say that I didn't get
 angry at all; it's just that I accumulated it inside at the moment
 when things were heated. I didn't vent it but then I created
 it, and eventually took it out on someone or the other. Let's
 understand this mechanism. Probably then, I will be paying
 a little more attention to what I am doing in my life. Every
 time I create a thought, what's the next thing that happens?
 ",SS,9
" After the thought will be the action.
 ",SO,9
" That's a later stage. What happens just after I create the
 thought?
 ",SS,9
" When I create a thought, I am creating certain emotions
 within me.
 ",SO,9
" Yes. Immediately after I create a thought, the next
 thing that happens is the feeling. Sometimes we are not
 aware of our thoughts but we are aware of our feelings. I
 am not feeling very nice today; I am not sure which is the
 thought that I created but I am aware that I am not feeling
 nice today. Or I am feeling very nice today; whatever I am
 feeling, it's because of some thoughts that I created. So, if I
 am not aware of my thoughts, let me just be aware of how
 I am feeling today because the feeling is only a result of the
 thought. I have to meet you.. this is a thought that I will
 create. Based on my past experiences or what I have heard
 about you, it will immediately generate a feeling. Thought is
 always followed by a feeling.
 All my feelings put together about you, about the world,
 help me develop my attitude. A thought about you is followed
 by a feeling subsequently; and because this has happened many
 times, an attitude towards you is also created. You know, when
 we talk about 'changing our attitude', it is about changing the
 thought. How can I change my atitude? I have to first change
 the thoughts that I created.
 We cannot change our attitude. We have to change the
 thoughts, and our attitude will automatically change.
 ",SS,9
" And to change the thought?
 ",SO,9
" That's what we have been talking about - sit back, check,
 choose and change.
 ",SS,9
" Awareness and practice. And awareness itself is practice.
 Being aware, being aware, being aware all the time, that's
 the practice.
 ",SO,9
" And gradually you will find that your atitude has changed.
 ",SS,9
" You won't have to think of anything because then it is
 automatic.
 ",SO,9
" It is in the process plant.
 ",SS,9
" So the base is the awareness of your thoughts.
 ",SO,9
" There is a stage before that which we will see, but let's
 consider the subsequent stages first... thought, feeling, attitude,
 and action. If I have a positive attitude towards you, my way
 of talking, my way of behaving and what I do with you will
 be different, but if I have a negative attitude, everything will
 be different.
 ",SS,9
" When you said action, do you know what you remind
 me of? My director calling out 'action' and I starting to do
 my scene! He says 'cut' and I stop.
 ",SO,9
" This is something we can do throughout the day - action
 and then cut. In your profession at least you have a retake,
 but in normal life we don't have a retake. The action is already
 done. When shooting, despite the retake option you pay so
 much attention. In life, where there is no retake, we hardly
 pay attention. Every thought that I create has an impact on
 me and my body and the people around me. For 10 minutes
 I have created thoughts of pain, and in the 11th minute I say
 okay, enough now, let me change but those ten minutes. That's
 why there is this need for constant awareness. It happens with
 practice. The 10 minutes will become 8 and 5 and 3, and then
 finally it will be 'okay, this is it'. And then we will reach a stage
 where we will not be creating it; we will be aware of it as soon
 as we are about to create it and we will say 'okay, change'.
 ",SS,9
" And one day it won't get created at all.
 ",SO,9
" Yes, because then I have come into the consciousness of my
 original self that of a pure being. We are now in the transition
 stage. It's like we are sleeping and trying to wake up. We wake
 up a first and say 'okay, let me sleep for five more minutes
 We wake up to the truth and say I am a peaceful being; and
 then we create anger once more, that is we fall asleep again.
 ",SS,9
" One has to believe first. If I tell somebody tomorrow
 that you are a peaceful being, he will ask me what the proof
 is. Is it because everyone yearns for peace?
 ",SO,9
" You only yearn for that which you are. The body is made of
 five elements of nature: water, air, ether, fire and earth. Whenever
 there is lack of one element in the body, we immediately say
 I want water' 'I want fresh air. Why do I want fresh air? Why
 do I want water? Because the body is made of this and its
 lacking these right now. At that time if you give me anything
 else, I will say no. Similarly, I the being am made up of seven
 elements: purity, peace, power, love, knowledge truth and bliss.
 Every time there is a little imbalance, we say: I want peace, I
 want happiness, I want love, I want power.
 The method may be different but everyone is looking for
 the same things because those are what each one of us is made
 of. I can be using anger as a tool but I am never comfortable
 when I am angry. Anger is not my nature; anger is an acquired
 sanskar, an acquired personality trait.
 ",SS,9
" Probably that is why we like a peaceful person, a peaceful
 being. We like to sit with a saint, and feel at peace in a
 particular temple or shrine, or under a tree.
 ",SO,9
" Because we have come closer to our natural self. We go
 to a scenic place to see the sunrise or the sunset, to feel nice
 Stuck in the middle of a traffic jam, we don't feel nice. Why?
 Chaos is not our natural self. A place or person or a situation
 that makes us feel closer to what we actually are, makes us
 feel nice as well.
 ",SS,9
" So all these seven elements are me and this is the proof
 that whenever I am at peace I am happy. How does one get
 the battery recharged for all these seven elements?
 ",SO,9
" Try to understand the process completely. Now I am
 changing my thought from 'I want peace' to 'I am peace'.
 Thought changes, feeling will change, attitude will change.
 and action will change. Now my actions will not be focussed
 on seeking peace, because now I know that I am peace. My
 actions will be coming from my discovered nature of peace.
 Any action repeated a number of times becomes a habit.
 All my habits put together make up my overall personality. So
 who I am today, the personality is a package of every thought
 we create. Personality development programmes teach us to
 talk like this, smile like this, say hello like this and so on,
 but they will not work if we are not happy inside. How can
 I keep smiling if I am not happy? And even if I am smiling,
 what energy am I sending out? So, personality begins in the
 mind. So it is thought - feeling - attitude - action - habit -
 personality. Now, we come to the last and most important step.
 This personality goes out into the world, working, socializing
 and being with family; at every step I am creating my destiny.
 And it started from my thoughts.
 ",SS,9
" Oh! So thought is creating destiny? And life is a
 manifestation of one's thoughts? I am creating my future, I
 am creating my life, and I am creating my environment. I
 am getting back what I am giving. Today it all starts from
 a thought and it envelops our life, our future, our destiny.
 ",SO,9
" And then we would do anything to change our destiny
 today. We can go to an astrologer, to a numerologist, to a tarot
 card reader. We want them to predict our destiny, and if it's
 not what we like, then we ask them to do something to change
 our destiny. The truth, though, is no one can do anything.
 ",SS,9
" How can we change our thinking?
 ",SO,9
" First step is to understand how important it is. Earlier we
 would say that they did this to me so I have to get back at
 them. But now we take care that what we think and do will
 create our destiny. We are so confused today about destiny;
 we say this happened to me; it's my fate, my luck. But fate
 decided by who? Since we don't know who it is, we just point
 the blame somewhere up there and say God decided this for
 me, again putting the responsibility on someone else because
 we are not ready to take the responsibility. The fact is I am
 creating my destiny. The energy that I send out is my 'karma'
 and the same energy when it comes back in the form of
 situations or people is destiny. When we go to an astrologer
 and he tells us to wear a particular ring because things will
 be much better then, we obey and wear the ring. When we
 wear the ring we create a thought naturally that now things
 will be better for us, and things are actually fine because we
 use the ring as a stimulus to change our thoughts, and thereby
 change our destiny.
 ",SS,9
" So it comes to having faith in that ring.
 ",SO,9
" Yes. If I wear the ring without faith, it will not work.
 ",SS,9
" A holy person tells us that he will write this particular
 prayer, put it in a taweez and you wear it around your neck,
 then no black magic or any evil is going to afflict you. We
 are so sure that nothing will happen to us now. So our
 thought has changed.
 ",SO,9
" For how long are you able to create that thought after
 wearing it? If we are not aware, this thought will be there
 for a few days; after that the ring or taweez is just a part of
 the body.
 ",SS,9
" I never thought of this point. Now somebody gave me
 this ring and I am wearing it; for a few days I am aware. I
 think if I wear this, all my negativities will be gone and I
 will be a happy person. I forget it after sometime and go
 to my actual nature. I haven't changed myself at the core.
 ",SO,9
" You used the ring as a stimulant to change your thought.
 Until you are aware of the ring, you are creating the right thought and the belief that 'now everything will be okay, no
 one can do anything wrong to me'. This was the thought that
 was required, with or without the ring. But because you are
 wearing the ring, faith in the ring makes it easier to create
 these thoughts. One month down the line it's a part of your
 body and again you will go back to your same old thought
 process - 'they did this to me, they did that to me'. When
 you forget that you are wearing the ring, then the effect will
 not be there.
 ",SS,9
" So stimulus is creating the thought
 ",SO,9
" Stimulus is not creating the thought; I am using the stimulus
 to create the thought.
 ",SS,9
" I am creating my own thought because of the stimulus.
 So you want us to do the same thing without this ring?
 ",SO,9
" You are doing it, the ring is not",SS,9
" You have said life is a manifestation of
 one's thoughts. You also mentioned astrologers and people
 who predict your life or give you a ring or an amulet to wear.
 ",SO,10
